provenance_id,record_id,partition,molecule_name,inchikey,property_code,property_name,final_value,unit,value_origin_class,high_confidence_source_subset,reference_ids,primary_reference_id,source_category,publisher_or_host,doi,url,citation_or_web_title,value_basis,measurement_conditions_or_method_note,conditions_status,quality_grade,verification_note,provenance_reconstruction_basis
PV-00034,HC-0009,development,"2,2,5-Trimethylhexane",HHOSMYBYIHNXNO-UHFFFAOYSA-N,Y06,Flash point,12.89,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-00035,HC-0009,development,"2,2,5-Trimethylhexane",HHOSMYBYIHNXNO-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,1.3067,mm^2 s^-1,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table value standardized to 40 degC,Reference temperature: 40 degC (313.15 K). Original record-level method was not retained.,partly reported,not reassessed,,reference registry mapping only
PV-00036,HC-0010,development,"2,2-Dimethylbutane",HNRMPXKDFBEGFZ-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.567,MJ kg^-1,evaluated or compiled literature value,True,REF-0005,REF-0005,authoritative evaluated government compilation,National Bureau of Standards / U.S. Government Printing Office,10.6028/NBS.CIRC.461,https://doi.org/10.6028/NBS.CIRC.461,"Rossini, Frederick D.; Pitzer, Kenneth S.; Taylor, William J.; Ebert, Joan P.; Kilpatrick, John E.; Beckett, Charles W.; Williams, Mary G.; Werner, Helene G. Selected Values of Properties of Hydrocarbons. Circular of the National Bureau of Standards 461. National Bureau of Standards, U.S. Government Printing Office, Washington, DC (1947). https://doi.org/10.6028/NBS.CIRC.461.","25 °C, constant-pressure LHV with H2O(g) and CO2(g); source cal g^-1 × 0.004184","Official PDF: https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular461.pdf; PDF page 160, printed page 142, table 2n, row 4; source LHV=10651.7 cal g^-1; source phase=liquid; status=evaluated_selected_row_level_measurement_not_stated; raw row: "" . n llq. 991.52 11506.3 20698. 917.88 10651.7 19161.",reported,B,NBS/API Project 44 critically selected value; this table does not identify direct measurement status row by row.,identity + property + reference matched to the audited prior provenance table
PV-00037,HC-0010,development,"2,2-Dimethylbutane",HNRMPXKDFBEGFZ-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,28.93512475,MJ L^-1,constructed from Y01 and Y03,False,REF-0005/REF-0036,REF-0005,authoritative evaluated government compilation,National Bureau of Standards / U.S. Government Printing Office,10.6028/NBS.CIRC.461,https://doi.org/10.6028/NBS.CIRC.461,"Rossini, Frederick D.; Pitzer, Kenneth S.; Taylor, William J.; Ebert, Joan P.; Kilpatrick, John E.; Beckett, Charles W.; Williams, Mary G.; Werner, Helene G. Selected Values of Properties of Hydrocarbons. Circular of the National Bureau of Standards 461. National Bureau of Standards, U.S. Government Printing Office, Washington, DC (1947). https://doi.org/10.6028/NBS.CIRC.461.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00038,HC-0010,development,"2,2-Dimethylbutane",HNRMPXKDFBEGFZ-UHFFFAOYSA-N,Y03,Density,0.64925,g cm^-3,experimental measurement,True,REF-0036,REF-0036,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1016/j.fluid.2012.11.013,https://doi.org/10.1016/j.fluid.2012.11.013,"Guerrero, H.[Hernando]; Garcia-Mardones, M.[Monica]; Perez-Gregorio, V.; Gascon, I.[Ignacio]; Lafuente, C.[Carlos] (2013). Experimental and VTPR-predicted volumetric properties of branched hexanes. Fluid Phase Equilib. 338, 141-147. https://doi.org/10.1016/j.fluid.2012.11.013",direct at 20 C (within 0.5 K),Vibrating tube method; T=293.15 K; p=100.0 kPa,reported,A,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-00039,HC-0010,development,"2,2-Dimethylbutane",HNRMPXKDFBEGFZ-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-99.9,degC,source-reported experimental value,True,REF-0037,REF-0037,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/75,Hazardous Substances Data Bank (HSDB),melting/fusion proxy,-99.9 °C,reported,A,Numeric point value and identity retained from PubChem PUG-View; pressure/transition wording kept in provenance.,identity + property + reference matched to the audited prior provenance table
PV-00040,HC-0010,development,"2,2-Dimethylbutane",HNRMPXKDFBEGFZ-UHFFFAOYSA-N,Y05,Boiling point,49.7,degC,source-reported experimental value,True,REF-0038,REF-0038,PubChem source-linked experimental annotation,emhub1.energy.gov,,https://emhub1.energy.gov/pacteel/search#75-83-2,"PAC Chemical Database, U.S. Department of Energy",760 [mm Hg],49.7 °C @760 [mm Hg],reported,A,Numeric point value and identity retained from PubChem PUG-View; pressure/transition wording kept in provenance.,identity + property + reference matched to the audited prior provenance table
PV-00041,HC-0010,development,"2,2-Dimethylbutane",HNRMPXKDFBEGFZ-UHFFFAOYSA-N,Y06,Flash point,-37.75,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-00042,HC-0010,development,"2,2-Dimethylbutane",HNRMPXKDFBEGFZ-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.4719,mm^2 s^-1,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table value standardized to 40 degC,Reference temperature: 40 degC (313.15 K). Original record-level method was not retained.,partly reported,not reassessed,,reference registry mapping only
PV-00043,HC-0011,development,"2,3-Dimethylbutane",ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.641,MJ kg^-1,evaluated or compiled literature value,True,REF-0005,REF-0005,authoritative evaluated government compilation,National Bureau of Standards / U.S. Government Printing Office,10.6028/NBS.CIRC.461,https://doi.org/10.6028/NBS.CIRC.461,"Rossini, Frederick D.; Pitzer, Kenneth S.; Taylor, William J.; Ebert, Joan P.; Kilpatrick, John E.; Beckett, Charles W.; Williams, Mary G.; Werner, Helene G. Selected Values of Properties of Hydrocarbons. Circular of the National Bureau of Standards 461. National Bureau of Standards, U.S. Government Printing Office, Washington, DC (1947). https://doi.org/10.6028/NBS.CIRC.461.","25 °C, constant-pressure LHV with H2O(g) and CO2(g); source cal g^-1 × 0.004184","Official PDF: https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular461.pdf; PDF page 160, printed page 142, table 2n, row 5; source LHV=10669.5 cal g^-1; source phase=liquid; status=evaluated_selected_row_level_measurement_not_stated; raw row: "" . "" llq. 993.05 11524.0 20730. 919.41 10669.5 19192.",reported,B,NBS/API Project 44 critically selected value; this table does not identify direct measurement status row by row.,identity + property + reference matched to the audited prior provenance table
PV-00044,HC-0011,development,"2,3-Dimethylbutane",ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,29.533592779999996,MJ L^-1,constructed from Y01 and Y03,False,REF-0005/REF-0036,REF-0005,authoritative evaluated government compilation,National Bureau of Standards / U.S. Government Printing Office,10.6028/NBS.CIRC.461,https://doi.org/10.6028/NBS.CIRC.461,"Rossini, Frederick D.; Pitzer, Kenneth S.; Taylor, William J.; Ebert, Joan P.; Kilpatrick, John E.; Beckett, Charles W.; Williams, Mary G.; Werner, Helene G. Selected Values of Properties of Hydrocarbons. Circular of the National Bureau of Standards 461. National Bureau of Standards, U.S. Government Printing Office, Washington, DC (1947). https://doi.org/10.6028/NBS.CIRC.461.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00045,HC-0011,development,"2,3-Dimethylbutane",ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,Y03,Density,0.66158,g cm^-3,experimental measurement,True,REF-0036,REF-0036,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1016/j.fluid.2012.11.013,https://doi.org/10.1016/j.fluid.2012.11.013,"Guerrero, H.[Hernando]; Garcia-Mardones, M.[Monica]; Perez-Gregorio, V.; Gascon, I.[Ignacio]; Lafuente, C.[Carlos] (2013). Experimental and VTPR-predicted volumetric properties of branched hexanes. Fluid Phase Equilib. 338, 141-147. https://doi.org/10.1016/j.fluid.2012.11.013",direct at 20 C (within 0.5 K),Vibrating tube method; T=293.15 K; p=100.0 kPa,reported,A,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-00046,HC-0011,development,"2,3-Dimethylbutane",ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-128.8,degC,source-reported experimental value,True,REF-0039,REF-0039,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/76,Hazardous Substances Data Bank (HSDB),melting/fusion proxy,-128.8 °C,reported,A,Numeric point value and identity retained from PubChem PUG-View; pressure/transition wording kept in provenance.,identity + property + reference matched to the audited prior provenance table
PV-00047,HC-0011,development,"2,3-Dimethylbutane",ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,Y05,Boiling point,57.9,degC,source-reported experimental value,True,REF-0039,REF-0039,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/76,Hazardous Substances Data Bank (HSDB),760 MM HG,57.9 °C @ 760 MM HG,reported,A,Numeric point value and identity retained from PubChem PUG-View; pressure/transition wording kept in provenance.,identity + property + reference matched to the audited prior provenance table
PV-00048,HC-0011,development,"2,3-Dimethylbutane",ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,Y06,Flash point,-32.15,degC,formula or correlation estimate,False,REF-0481,REF-0481,peer-reviewed method,Elsevier,10.1016/S0009-2509(03)00251-3,https://doi.org/10.1016/S0009-2509(03)00251-3,"Albahri, T. A. Flammability characteristics of pure hydrocarbons. Chemical Engineering Science 58 (2003) 3629–3641.",Albahri (2003) boiling-point correlation,Estimated from boiling-point information; not a flash-point measurement.,not applicable,D,,reference registry mapping only
PV-00049,HC-0011,development,"2,3-Dimethylbutane",ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,Y07,Kinematic viscosity at 40 degC,0.4443,mm^2 s^-1,source database value; measurement status not resolved,False,REF-0479,REF-0479,open-source research database,Energy Conversion Research Laboratory / GitHub,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,ECNet properties_master.csv — curated chemical-property table.,Curated source-table value standardized to 40 degC,Reference temperature: 40 degC (313.15 K). Original record-level method was not retained.,partly reported,not reassessed,,reference registry mapping only
PV-00050,HC-0012,development,"2,4-Dimethylhexane",HDGQICNBXPAKLR-UHFFFAOYSA-N,Y01,Mass-based net heat of combustion,44.363,MJ kg^-1,evaluated or compiled literature value,True,REF-0005,REF-0005,authoritative evaluated government compilation,National Bureau of Standards / U.S. Government Printing Office,10.6028/NBS.CIRC.461,https://doi.org/10.6028/NBS.CIRC.461,"Rossini, Frederick D.; Pitzer, Kenneth S.; Taylor, William J.; Ebert, Joan P.; Kilpatrick, John E.; Beckett, Charles W.; Williams, Mary G.; Werner, Helene G. Selected Values of Properties of Hydrocarbons. Circular of the National Bureau of Standards 461. National Bureau of Standards, U.S. Government Printing Office, Washington, DC (1947). https://doi.org/10.6028/NBS.CIRC.461.","25 °C, constant-pressure LHV with H2O(g) and CO2(g); source cal g^-1 × 0.004184","Official PDF: https://nvlpubs.nist.gov/nistpubs/Legacy/circ/nbscircular461.pdf; PDF page 161, printed page 143, table 3n, row 8; source LHV=10603.0 cal g^-1; source phase=liquid; status=evaluated_selected_row_level_measurement_not_stated; raw row: "" . . . llq. 1305.80 11431.9 20564. 1211.12 10603.0 19073.",reported,B,NBS/API Project 44 critically selected value; this table does not identify direct measurement status row by row.,identity + property + reference matched to the audited prior provenance table
PV-00051,HC-0012,development,"2,4-Dimethylhexane",HDGQICNBXPAKLR-UHFFFAOYSA-N,Y02,Volumetric net heat of combustion,31.07938691,MJ L^-1,constructed from Y01 and Y03,False,REF-0005/REF-0029,REF-0005,authoritative evaluated government compilation,National Bureau of Standards / U.S. Government Printing Office,10.6028/NBS.CIRC.461,https://doi.org/10.6028/NBS.CIRC.461,"Rossini, Frederick D.; Pitzer, Kenneth S.; Taylor, William J.; Ebert, Joan P.; Kilpatrick, John E.; Beckett, Charles W.; Williams, Mary G.; Werner, Helene G. Selected Values of Properties of Hydrocarbons. Circular of the National Bureau of Standards 461. National Bureau of Standards, U.S. Government Printing Office, Washington, DC (1947). https://doi.org/10.6028/NBS.CIRC.461.",Y02 = Y01 x Y03 using the two release-table values,Not applicable; algebraically constructed endpoint.,not applicable,constructed,,reference registry mapping only
PV-00052,HC-0012,development,"2,4-Dimethylhexane",HDGQICNBXPAKLR-UHFFFAOYSA-N,Y03,Density,0.70057,g cm^-3,experimental measurement,True,REF-0029,REF-0029,NIST ThermoML experimental,journal publisher / NIST ThermoML,10.1016/j.jct.2014.09.015,https://doi.org/10.1016/j.jct.2014.09.015,"Yue, L.[Lei]; Qin, X.[Xiaomei]; Wu, X.[Xi]; Xu, L.[Li]; Guo, Y.[Yongsheng]; Fang, W.[Wenjun] (2015). Excess molar volume along with viscosity, refractive index and relative permittivity for binary mixtures of exo-tetrahydrodicyclopentadiene with four octane isomers. J. Chem. Thermodyn. 81, 26-33. https://doi.org/10.1016/j.jct.2014.09.015",direct at 20 C (within 0.5 K),Vibrating tube method; T=293.15 K; p=100.0 kPa,reported,A,Pure-component experimental density selected by InChIKey; no formula-only identity match.,identity + property + reference matched to the audited prior provenance table
PV-00053,HC-0012,development,"2,4-Dimethylhexane",HDGQICNBXPAKLR-UHFFFAOYSA-N,Y04,Solid-liquid phase-transition temperature,-91.8,degC,source database value; measurement status not resolved,False,REF-0004,REF-0004,official government-laboratory dataset export,NREL/LBNL,,https://github.com/NatLabRockies/cooptima-co-optimizer/blob/fe0342ab50c2bbe1ce707a2fec049f709e0894f2/Fuel%20Engine%20Co%20Optimization-2.csv,"Co-Optima Co-Optimizer Fuel Engine Co Optimization-2.csv, commit fe0342ab50c2bbe1ce707a2fec049f709e0894f2.",Co-Optima selected property value,Original source label: Chemspider; flag: predicted,reported,B,Measured/predicted flag retained exactly from the NREL export.,identity + property + reference matched to the audited prior provenance table
PV-00054,HC-0012,development,"2,4-Dimethylhexane",HDGQICNBXPAKLR-UHFFFAOYSA-N,Y05,Boiling point,110.0,degC,source database value; measurement status not resolved,False,REF-0004,REF-0004,official government-laboratory dataset export,NREL/LBNL,,https://github.com/NatLabRockies/cooptima-co-optimizer/blob/fe0342ab50c2bbe1ce707a2fec049f709e0894f2/Fuel%20Engine%20Co%20Optimization-2.csv,"Co-Optima Co-Optimizer Fuel Engine Co Optimization-2.csv, commit fe0342ab50c2bbe1ce707a2fec049f709e0894f2.",Co-Optima selected property value,Original source label: Scifinder; flag: measured,reported,A,Measured/predicted flag retained exactly from the NREL export.,identity + property + reference matched to the audited prior provenance table
