legacy_sheet,legacy_row,legacy_name,legacy_formula,legacy_smiles,legacy_inchikey,Y02,current_index,record_id,molecule_name,molecular_formula,match_method,status,release_partition,source_claim_boundary
Training set (n=213),200,1-Methyl-3-propylbenzene,C10H14,CC1=CC(=CC=C1)CCC,QUEBYVKXYIKVSO-UHFFFAOYSA-N,35.79,155.0,HC-0164,"Benzene, 1-methyl-3-propyl-",C10H14,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),201,n-Butylbenzene,C10H14,C(CCC)C1=CC=CC=C1,OCKPCBLVNKHBMX-UHFFFAOYSA-N,35.83,51.0,HC-0059,Butylbenzene,C10H14,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),202,p-Cymene (1-methyl-4-isopropylbenzene),C10H14,CC1=CC=C(C=C1)C(C)C,HFPZCAJZSCWRBC-UHFFFAOYSA-N,34.8,62.0,HC-0070,P-Cymene,C10H14,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),203,sec-Butylbenzene,C10H14,C(C)(CC)C1=CC=CC=C1,ZJMWRROPUADPEA-UHFFFAOYSA-N,35.89,65.0,HC-0073,Sec-Butylbenzene,C10H14,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),204,n-Pentylbenzene,C11H16,C(CCCC)C1=CC=CC=C1,PWATWSYOIIXYMA-UHFFFAOYSA-N,35.94,202.0,HC-0213,Pentylbenzene,C11H16,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),205,n-Hexylbenzene,C12H18,C(CCCCC)C1=CC=CC=C1,LTEQMZWBSYACLV-UHFFFAOYSA-N,36.04,158.0,HC-0167,Hexylbenzene,C12H18,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),206,n-Heptylbenzene,C13H20,C(CCCCCC)C1=CC=CC=C1,LBNXAWYDQUGHGX-UHFFFAOYSA-N,36.11,231.0,HC-0242,Heptylbenzene,C13H20,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),208,n-Octylbenzene,C14H22,C(CCCCCCC)C1=CC=CC=C1,CDKDZKXSXLNROY-UHFFFAOYSA-N,36.17,159.0,HC-0168,Octylbenzene,C14H22,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),209,"1,3,5-Triisopropylbenzene",C15H24,C(C)(C)C1=CC(=CC(=C1)C(C)C)C(C)C,VUMCUSHVMYIRMB-UHFFFAOYSA-N,33.6,200.0,HC-0211,"1,3,5-Triisopropylbenzene",C15H24,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),210,n-Nonylbenzene,C15H24,C(CCCCCCCC)C1=CC=CC=C1,LIXVMPBOGDCSRM-UHFFFAOYSA-N,33.9,233.0,HC-0244,n-Nonylbenzene,C15H24,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),211,n-Decylbenzene,C16H26,C(CCCCCCCCC)C1=CC=CC=C1,UZILCZKGXMQEQR-UHFFFAOYSA-N,36.28,54.0,HC-0062,Decylbenzene,C16H26,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),212,n-Undecylbenzene,C17H28,C(CCCCCCCCCC)C1=CC=CC=C1,XBEADGFTLHRJRB-UHFFFAOYSA-N,36.42,163.0,HC-0172,Undecylbenzene,C17H28,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),213,n-Dodecylbenzene,C18H30,C(CCCCCCCCCCC)C1=CC=CC=C1,KWKXNDCHNDYVRT-UHFFFAOYSA-N,36.4,156.0,HC-0165,Dodecylbenzene,C18H30,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),214,n-Tridecylbenzene,C19H32,C(CCCCCCCCCCCC)C1=CC=CC=C1,MCVUKOYZUCWLQQ-UHFFFAOYSA-N,36.46,162.0,HC-0171,Tridecylbenzene,C19H32,full InChIKey + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),10,1-Methylnorbornane,C8H14,,,38.5,205.0,HC-0216,1-Methylnorbornane,C8H14,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),11,Bicyclo[3.2.1]octane,C8H14,,,38.9,252.0,HC-0263,Bicyclo(3.2.1)octane,C8H14,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),13,"1,1-Dimethylcyclohexane",C8H16,,,34.7,132.0,HC-0141,"1,1-Dimethylcyclohexane",C8H16,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),15,1-Methyl-3-propylcyclohexane,C10H20,,,35.4,227.0,HC-0238,1-Methyl-3-propylcyclohexane,C10H20,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),16,Butylcyclopentane,C9H18,,,34.6,142.0,HC-0151,Butylcyclopentane,C9H18,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),18,"2,3-Dimethylheptane",C9H20,,,32.9,207.0,HC-0218,"2,3-Dimethylheptane",C9H20,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),19,"3,4-Dimethyloctane",C10H22,,,33.5,262.0,HC-0273,"3,4-Dimethyloctane",C10H22,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),21,2-Methylnaphthalene,C11H10,,,45.8,171.0,HC-0182,2-Methylnaphthalene,C11H10,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),22,Cyclohexylbenzene,C12H16,,,41.0,53.0,HC-0061,Cyclohexylbenzene,C12H16,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),23,Cyclopentylbenzene,C11H14,,,40.4,230.0,HC-0241,Cyclopentylbenzene,C11H14,formula + normalized name,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),24,p-Diethylbenzene,C10H14,,,36.95,47.0,HC-0055,"1,4-Diethylbenzene",C10H14,explicit chemical-name synonym + formula,retained for direct Y02 fitting,development,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),135,"2,6,10-Trimethyldodecane (farnesane)",C15H32,CCC(C)CCCC(C)CCCC(C)C,YFHFHLSMISYUAQ-UHFFFAOYSA-N,33.9,128.0,HC-0137,Farnesane,C15H32,full InChIKey + formula,excluded: conflicting legacy Y02 labels map to the same current record,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
External validation (n=30),17,Farnesane,C15H32,,,35.2,128.0,HC-0137,Farnesane,C15H32,formula + normalized name,excluded: conflicting legacy Y02 labels map to the same current record,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),3,Norbornadiene,C7H8,C12=CC=C(CC1)C2,UFLCUWLPQBPVQL-UHFFFAOYSA-N,38.5,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),7,Norbornane,C7H12,C12CCC(CC1)C2,UMRZSTCPUPJPOJ-UHFFFAOYSA-N,36.8,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),8,Ladderane (cis-[3]-ladderane),C8H12,,,42.3,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),14,Ethylnorbornene (fuel 31),C9H14,,,38.02,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),16,Ethylnorbornane (fuel 32),C9H16,,,37.19,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),17,Methyloctahydropentalene,C9H16,,,38.31,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),18,Octahydroindene (hydrindane),C9H16,C1CCC2CCCC2C1,BNRNAKTVFSZAFA-UHFFFAOYSA-N,38.1,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),22,Dimethylladderane,C10H16,,,34.12,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),24,Decahydronaphthalene (decalin),C10H18,C1CCCC2CCCCC12,NNBZCPXTIHJBJL-UHFFFAOYSA-N,37.5,,HC-0004,,,,retained as internal held-out Y02 response,internal_heldout_test,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),26,Camphane / bornane (fuel 34),C10H18,C12(CCC(CC1)C2(C)C)C,BEWYHVAWEKZDPP-UHFFFAOYSA-N,36.81,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),29,cis-Decahydronaphthalene,C10H18,C1CCC[C@@H]2CCCC[C@H]12,NNBZCPXTIHJBJL-AOOOYVTPSA-N,38.38,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),30,cis-Pinane,C10H18,,,35.6,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),31,trans-Decahydronaphthalene,C10H18,C1CCC[C@@H]2CCCC[C@@H]12,NNBZCPXTIHJBJL-MGCOHNPYSA-N,37.16,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),32,trans-Pinane,C10H18,,,35.3,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),38,cis-3-Pinanone,C10H16O,C[C@H]1[C@@H]2C[C@@H](C2(C)C)CC1=O,MQPHVIPKLRXGDJ-RNJXMRFFSA-N,36.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),40,Dimethyloctahydroindene,C11H20,,,40.0,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),41,Guaiacol-furfuryl alcohol alkylation product,C10.9H21.8,,,34.84,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),42,cis-2-Pinanol,C10H18O,[C@H]12C(CC[C@H](C1(C)C)C2)(C)O,YYWZKGZIIKPPJZ-VLCSVPMDSA-N,36.6,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),44,"1,3-Dimethyladamantane",C12H20,CC12CC3(CC(CC(C1)C3)C2)C,CWNOIUTVJRWADX-UHFFFAOYSA-N,37.9,,HC-0174,,,,retained as internal held-out Y02 response,internal_heldout_test,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),46,RJ-4 (methyl-bicyclohexane mixture),C12H20,,,39.1,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),47,"cis,cis,cis-Perhydroacenaphthene",C12H20,,,39.6,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),51,Alkyloctahydroindene,C12H22,,,37.1,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),52,Dimethyldecahydronaphthalene,C12H22,,,39.13,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),57,7-Methyldodecahydrocyclopenta[a]indene,C13H22,CC1C2CC3C(C2CCC1)CCC3,MGPRXJPJNMBZSK-UHFFFAOYSA-N,44.65,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),58,1-Butylnaphthalene,C14H16,C(CCC)C1=CC=CC2=CC=CC=C12,URGSMJLDEFDWNX-UHFFFAOYSA-N,39.86,,HC-0179,,,,retained as internal held-out Y02 response,internal_heldout_test,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),60,Butyladamantane,C14H24,,,40.2,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),61,Tetradecahydroanthracene,C14H24,C1CCCC2CC3CCCCC3CC12,GVJFFQYXVOJXFI-UHFFFAOYSA-N,39.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),63,Polymethyl bicyclohexyl,C14H26,,,37.15,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),64,1-Pentylnaphthalene,C15H18,C(CCCC)C1=CC=CC2=CC=CC=C12,FDHDUXOBMHHFFJ-UHFFFAOYSA-N,39.27,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),65,C14 fused cyclic ketone,C14H16O,,,39.9,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),66,exo-Tetrahydrotricyclopentadiene,C15H22,,,43.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),67,"1,1':2',1""-Tercyclopentane",C15H24,,,40.2,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),68,Aromadendrene (fuel 28),C15H24,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C,ITYNGVSTWVVPIC-XVIXHAIJSA-N,39.19,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),69,α-Neocarene (fuel 14),C15H24,,,41.71,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),70,β-Caryophyllene (fuel 22),C15H24,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,NPNUFJAVOOONJE-GFUGXAQUSA-N,39.88,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),71,γ-Neocarene (fuel 18),C15H24,,,41.07,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),73,C15 methyl dodecahydrocyclopenta[a]indene,C15H26,,,39.5,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),74,1-Pentyladamantane,C15H26,C(CCCC)C12CC3CC(CC(C1)C3)C2,CVGQRWVZZMXSHI-UHFFFAOYSA-N,38.99,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),75,Ethyl-bicyclohexylmethane,C15H28,,,37.27,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),76,Compound 1A (C14H18O2),C14H18O2,,,39.4,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),81,1-Octene,C8H16,C=CCCCCCC,KWKAKUADMBZCLK-UHFFFAOYSA-N,31.4,,HC-0001,,,,retained as internal held-out Y02 response,internal_heldout_test,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),84,Di-n-butyl ether,C8H18O,C(CCC)OCCCC,DURPTKYDGMDSBL-UHFFFAOYSA-N,32.3,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),85,Decane,C10H22,CCCCCCCCCC,DIOQZVSQGTUSAI-UHFFFAOYSA-N,32.46,,HC-0022,,,,retained as internal held-out Y02 response,internal_heldout_test,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),97,"2,2,3-Trimethylbutane",C7H16,CC(C)(C(C)C)C,ZISSAWUMDACLOM-UHFFFAOYSA-N,30.85,,HC-0007,,,,retained as internal held-out Y02 response,internal_heldout_test,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),108,Branched C9 unsaturated ketone,C9H12O,,,36.9,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),109,Linear C9 unsaturated ketone,C9H12O,,,36.4,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),115,Branched C9 hydroxy ketone,C9H14O2,,,36.9,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),121,3-Ethyldecane,C12H26,C(C)C(CC)CCCCCCC,ZBDDVSBBCGZQDV-UHFFFAOYSA-N,33.54,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),123,"2,2,4,4,6,8,8-Heptamethylnonane (isocetane)",C12H26,,,32.2,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),132,"2,10-Dimethyl-6-undecanone",C13H26O,CC(C)CCCC(CCCC(C)C)=O,GEDUSQFJZAKUOH-UHFFFAOYSA-N,34.3,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),133,Ethyl decanoate,C12H24O2,C(CCCCCCCCC)(=O)OCC,RGXWDWUGBIJHDO-UHFFFAOYSA-N,33.3,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),137,Ethyl dodecanoate (ethyl laurate),C14H28O2,C(CCCCCCCCCCC)(=O)OCC,MMXKVMNBHPAILY-UHFFFAOYSA-N,33.5,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),156,"1,2,3-Trimethylcyclohexane (1α,2β,3α)",C9H18,,,34.28,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),158,"1,2,4-Trimethylcyclohexane (1α,2β,4β)",C9H18,,,33.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),160,"1,3-Diethylcyclopentane",C9H18,C(C)C1CC(CC1)CC,RUUVWUNHERVOAY-UHFFFAOYSA-N,34.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),163,2-Butyltetrahydrofuran,C8H16O,C(CCC)C1OCCC1,GBOMEIMCQWMHGB-UHFFFAOYSA-N,33.7,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),171,4-Isopropyl-1-methylcyclohexen-ol (terpinen-4-ol),C10H18O,CC1=CCC(C(C)C)(O)CC1,WRYLYDPHFGVWKC-UHFFFAOYSA-N,35.9,,,,,,not present in current 300-record development table,not linked to current release,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
Training set (n=213),176,n-Hexylcyclohexane,C12H24,C(CCCCC)C1CCCCC1,QHWAQXOSHHKCFK-UHFFFAOYSA-N,35.21,,HC-0048,,,,retained as internal held-out Y02 response,internal_heldout_test,"Independently collected relative to the current Y01 and Y03 release columns; row-level direct experimental status, primary source, and measurement conditions remain unresolved unless explicitly documented in the reconciliation table."
