reference_id,citation_or_web_title,doi,url,source_category,publisher_or_host,access_or_license_note
REF-0237,"Reddy, K. S.; Swamy, A. V. N.; Prasad, T. E. V.[T. E. Vittal]; Prasad, D. H. L. (2010). Bubble point measurements of binary mixtures formed by 1-hexanol with selected nitro-compounds and substituted benzenes at 95.6 kPa . Fluid Phase Equilib. 298, 276-279. https://doi.org/10.1016/j.fluid.2010.08.010",10.1016/j.fluid.2010.08.010,https://doi.org/10.1016/j.fluid.2010.08.010,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0238,NIST Chemistry WebBook evaluated fusion temperature: Average of 12 out of 13 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C95476&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0239,NIST Chemistry WebBook evaluated normal boiling point: Average of 50 out of 51 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C95476&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0240,"Good, 1973 Good, W.D., The enthalpies of combustion and formation of n-butylbenzene, the diethylbenzenes, the methyl-n-propylbenzenes, and the methyl-iso-propylbenzenes, J. Chem. Thermodyn., 1973, 5, 707-714. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C99876&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0241,"Yao, Guangyan; Wang, Linlin; Chen, Xiaopeng; Liao, Dankui; Wei, Xiaojie; Liang, Jiezhen; Tong, Zhangfa (2019). Measurement and correlation of vapor-liquid equilibrium data for binary and ternary systems composed of (-)-beta-caryophyllene, p-cymene and 3-carene at 101.33 kPa. J. Chem. Thermodyn. 128, 215-224. https://doi.org/10.1016/j.jct.2018.08.015",10.1016/j.jct.2018.08.015,https://doi.org/10.1016/j.jct.2018.08.015,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0242,NIST Chemistry WebBook evaluated fusion temperature: Average of 12 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C99876&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0243,NIST Chemistry WebBook evaluated normal boiling point: Average of 50 out of 52 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C99876&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0244,"Prosen, Johnson, et al., 1946 Prosen, E.J.; Johnson, W.H.; Rossini, F.D., Heats of combustion and formation at 25°C of the alkylbenzenes through C10H14, and of the higher normal monoalkylbenzenes, J. Res. NBS, 1946, 36, 455-461. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C106423&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0245,"Matsuda, H.[Hiroyuki]; Yamada, H.[Hiroshi]; Takahashi, R.[Ryoko]; Koda, A.[Atsushi]; Kurihara, K.[Kiyofumi]; Tochigi, K.[Katsumi]; Ochi, K.[Kenji] (2011). Ebulliometric Determination and Prediction of Vapor Liquid Equilibria for Binary Mixtures of Ethanol and Ethyl Hexanoate. J. Chem. Eng. Data 56, 5045-5051. https://doi.org/10.1021/je200868y",10.1021/je200868y,https://doi.org/10.1021/je200868y,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0246,NIST Chemistry WebBook evaluated fusion temperature: Average of 18 out of 21 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C106423&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0247,NIST Chemistry WebBook evaluated normal boiling point: Average of 59 out of 65 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C106423&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0248,"Prosen, Gilmont, et al., 1945 Prosen, E.J.; Gilmont, R.; Rossini, F.D., Heats of combustion of benzene, toluene, ethyl-benzene, o-xylene, m-xylene, p-xylene, n-propylbenzene, and styrene, J. Res. NBS, 1945, 34, 65-70. [all data] | Prosen, Johnson, et al., 1946 Prosen, E.J.; Johnson, W.H.; Rossini, F.D., Heats of combustion and formation at 25°C of the alkylbenzenes through C10H14, and of the higher normal monoalkylbenzenes, J. Res. NBS, 1946, 36, 455-461. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C103651&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0249,"Sirbu, Florinela; Dragoescu, Dana; Shchamialiou, Alexandr; Khasanshin, Talgat (2019). Densities, speeds of sound, refractive indices, viscosities and their related thermodynamic properties for n-hexadecane + two aromatic hydrocarbons binary mixtures at temperatures from 298.15 K to 318.15 K. J. Chem. Thermodyn. 128, 383-393. https://doi.org/10.1016/j.jct.2018.08.036",10.1016/j.jct.2018.08.036,https://doi.org/10.1016/j.jct.2018.08.036,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0250,NIST Chemistry WebBook evaluated fusion temperature: Average of 16 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C103651&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0251,NIST Chemistry WebBook evaluated normal boiling point: Average of 41 out of 46 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C103651&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0252,"Prosen, Johnson, et al., 1946 Prosen, E.J.; Johnson, W.H.; Rossini, F.D., Heats of combustion and formation at 25°C of the alkylbenzenes through C10H14, and of the higher normal monoalkylbenzenes, J. Res. NBS, 1946, 36, 455-461. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C135988&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0253,"Birch, Dean, et al., 1949 Birch, S.F.; Dean, R.A.; Fidler, F.A.; Lowry, R.A., The preparation of the c(10) monocyclic aromatic hydrocarbons, J. Am. Chem. Soc., 1949, 71, 1362. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C135988&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0254,NIST Chemistry WebBook evaluated normal boiling point: Average of 40 out of 42 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C135988&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0255,"Good and Lee, 1976 Good, W.D.; Lee, S.H., The enthalpies of formation of selected naphthalenes, diphenylmethanes, and bicyclic hydrocarbons, J. Chem. Thermodyn., 1976, 8, 643-650. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C119642&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0256,NIST Chemistry WebBook evaluated fusion temperature: Average of 7 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C119642&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0257,NIST Chemistry WebBook evaluated normal boiling point: Average of 6 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C119642&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0258,"Roux, Temprado, et al., 2008 Roux, M.V.; Temprado, M.; Chickos, J.S.; Nagano, Y., Critically Evaluated Thermochemical Properties of Polycyclic Aromatic Hydrocarbons, J. Phys. Chem. Ref. Data, 2008, 37, 4, 1855-1996. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C108883&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0259,NIST Chemistry WebBook evaluated fusion temperature: Average of 24 out of 25 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C108883&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0260,NIST Chemistry WebBook evaluated normal boiling point: Average of 110 out of 132 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C108883&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0261,"Speros and Rossini, 1960 Speros, D.M.; Rossini, F.D., Heats of combustion and formation of naphthalene, the two methylnaphthalenes, cis and trans decahydronaphthalene and related compounds, J. Phys. Chem., 1960, 64, 1723-1727. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C90120&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0262,"Caudwell, D. R.[Derek R.]; Trusler, J. P. M.[J. P. Martin]; Vesovic, V.[Velisa]; Wakeham, W. A.[William A.] (2009). Viscosity and Density of Five Hydrocarbon Liquids at Pressures up to 200 MPa and Temperatures up to 473 K. J. Chem. Eng. Data 54, 359-366. https://doi.org/10.1021/je800417q",10.1021/je800417q,https://doi.org/10.1021/je800417q,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0263,NIST Chemistry WebBook evaluated fusion temperature: Average of 27 out of 28 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C90120&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0264,NIST Chemistry WebBook evaluated normal boiling point: Average of 30 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C90120&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0265,"Roux, Temprado, et al., 2008 Roux, M.V.; Temprado, M.; Chickos, J.S.; Nagano, Y., Critically Evaluated Thermochemical Properties of Polycyclic Aromatic Hydrocarbons, J. Phys. Chem. Ref. Data, 2008, 37, 4, 1855-1996. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C101815&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0266,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#101-81-5,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0267,NIST Chemistry WebBook evaluated fusion temperature: Average of 83 out of 85 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C101815&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0268,NIST Chemistry WebBook evaluated normal boiling point: Average of 51 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C101815&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0269,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1073,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0270,"Yang, Jian; Meng, Xianyang; Wu, Jiangtao (2018). Liquid Density of n-Pentene, n-Hexene, and n-Heptene at Temperatures from 283.15 to 363.15 K and Pressures up to 100 MPa. J. Chem. Eng. Data 63, 2280-2289. https://doi.org/10.1021/acs.jced.8b00229",10.1021/acs.jced.8b00229,https://doi.org/10.1021/acs.jced.8b00229,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0271,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1078,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0272,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#592-76-7,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0273,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1079,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0274,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#124-11-8,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0275,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1081,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0276,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1086,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0277,"PAC Chemical Database, U.S. Department of Energy",,https://emhub1.energy.gov/pacteel/search#109-67-1,PubChem source-linked experimental annotation,emhub1.energy.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0278,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/1090,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0279,Joint FAO/WHO Expert Committee on Food Additives (JECFA),,https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-flav/details/en/c/1323/,PubChem source-linked experimental annotation,www.fao.org,Source-specific property URL and source label retained from the selected database annotation.
REF-0280,"Serijan and Wise, 1951 Serijan, K.T.; Wise, P.H., Dicyclic hydrocarbons. III. Diphenyl- and dicyclohexylalkanes through C15, J. Am. Chem. Soc., 1951, 73, 4766-4769. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3321504&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0281,"Anonymous, 1968 Anonymous, R., Properties of hydrocarbon of high molecular weight, Am. Pet. Inst. Res. Proj. 42, Penn. State Univ., 1968. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3321504&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0282,NIST Chemistry WebBook evaluated normal boiling point: Average of 6 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3321504&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0283,CAMEO Chemicals,,https://cameochemicals.noaa.gov/chemical/8405,PubChem source-linked experimental annotation,cameochemicals.noaa.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0284,"Goncalves, Daniel; Paludetti, Mayara F.; Florido, Priscila M.; Tonetti, Camila; Goncalves, Cintia B.; Rodrigues, Christianne E. C. (2018). Physical Behavior of the Phases from the Liquid-Liquid Equilibrium of Citrus Essential Oils Systems at 298.2 K. J. Chem. Eng. Data 63, 2718-2737. https://doi.org/10.1021/acs.jced.8b00086",10.1021/acs.jced.8b00086,https://doi.org/10.1021/acs.jced.8b00086,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0285,Human Metabolome Database (HMDB),,https://www.hmdb.ca/metabolites/HMDB0006525,PubChem source-linked experimental annotation,www.hmdb.ca,Source-specific property URL and source label retained from the selected database annotation.
REF-0286,Joint FAO/WHO Expert Committee on Food Additives (JECFA),,https://www.fao.org/food/food-safety-quality/scientific-advice/jecfa/jecfa-flav/details/en/c/1328/,PubChem source-linked experimental annotation,www.fao.org,Source-specific property URL and source label retained from the selected database annotation.
REF-0287,DrugBank,,https://go.drugbank.com/drugs/DB04501,PubChem source-linked experimental annotation,go.drugbank.com,Source-specific property URL and source label retained from the selected database annotation.
REF-0288,"Kozina, Bychikhina, et al., 1977 Kozina, M.P.; Bychikhina, L.V.; Gal'chenko, G.L., The enthalpies of combustion and formation of 2,2-dimethyl-3-methylene bicyclo[2,2,1]heptane and 7-methylenebicyclo[2,2,1]heptane, Russ. J. Phys. Chem. (Engl. Transl.), 1977, 51, 1258-1259. [all data] | Hoskovec, Grygarová, et al., 2005 Hoskovec, Michal; Grygarová, Dana; Cvacka, Josef; Streinz, Ludvík; Zima, Jirí; Verevkin, Sergey P.; Koutek, Bohumír, Determining the vapour pressures of plant volatiles from gas chromatographic retention data, Journal of Chromatography A, 2005, 1083, 1-2, 161-172, https://doi.org/10.1016/j.chroma.2005.06.006 . [all data] | Kozina, Bychikhina, et al., 1977 Kozina, M.P.; Bychikhina, L.V.; Gal'chenko, G.L., The enthalpies of combustion and formation of 2,2-dimethyl-3-methylene bicyclo[2,2,1]heptane and 7-methylenebicyclo[2,2,1]heptane, Russ. J. Phys. Chem. (Engl. Transl.), 1977, 51, 1258-1259. [all data] | Hoskovec, Grygarová, et al., 2005 Hoskovec, Michal; Grygarová, Dana; Cvacka, Josef; Streinz, Ludvík; Zima, Jirí; Verevkin, Sergey P.; Koutek, Bohumír, Determining the vapour pressures of plant volatiles from gas chromatographic retention data, Journal of Chromatography A, 2005, 1083, 1-2, 161-172, https://doi.org/10.1016/j.chroma.2005.06.006 . [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C79925&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0289,Hazardous Substances Data Bank (HSDB),,https://pubchem.ncbi.nlm.nih.gov/source/hsdb/900,PubChem source-linked experimental annotation,pubchem.ncbi.nlm.nih.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0290,NIST Chemistry WebBook evaluated fusion temperature: Average of 6 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C79925&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0291,NIST Chemistry WebBook evaluated normal boiling point: Average of 11 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C79925&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0292,"Good and Lee, 1976 Good, W.D.; Lee, S.H., The enthalpies of formation of selected naphthalenes, diphenylmethanes, and bicyclic hydrocarbons, J. Chem. Thermodyn., 1976, 8, 643-650. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1636391&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0293,NIST Chemistry WebBook evaluated fusion temperature: Average of 10 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1636391&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0294,"Kharasch, Hancock, et al., 1956 Kharasch, M.S.; Hancock, J.W.; Nudenberg, W.; Tawney, P.O., Factors Influencing the COurse and Mechanism of Grignard Reactions XXII. The Reaction of Grignard Reagents with Alkyl Halides and Ketones in the Presence of Manganous Salts, J. Org. Chem., 1956, 21, 322. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1636391&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0295,"Browne and Rossini, 1960 Browne, C.C.; Rossini, F.D., Heats of combustion, formation, and isomerization of the cis and trans isomers of hexahydroindan, J. Phys. Chem., 1960, 64, 927-931. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C4551513&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0296,NIST Chemistry WebBook evaluated fusion temperature: Average of 8 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C4551513&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0297,NIST Chemistry WebBook evaluated normal boiling point: Average of 9 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C4551513&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0298,"Shtekher, Skuratov, et al., 1959 Shtekher, S.M.; Skuratov, S.M.; Daukshas, V.K.; Levina, R.Ya., Heats of combustion of some branched alkanes, Dokl. Akad. Nauk SSSR, 1959, 127, 812-814. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1070877&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0299,NIST Chemistry WebBook evaluated fusion temperature: Average of 6 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1070877&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0300,NIST Chemistry WebBook evaluated normal boiling point: Average of 7 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1070877&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0301,"Luning Prak, D.[Dianne]; Jones, M.[Margaret]; Cowart, J.[Jim]; Trulove, P.[Paul] (2015). Density, Viscosity, Speed of Sound, Bulk Modulus, Surface Tension, and Flash Point of Binary Mixtures of 2,2,4,6,6-Pentamethylheptane and 2,2,4,4,6,8,8-Heptamethylnonane at (293.15 to 373.15) K and 0.1 MPa and Comparisons with Alcohol-to-Jet Fuel. J. Chem. Eng. Data 60, 1157-1165. https://doi.org/10.1021/je501141e",10.1021/je501141e,https://doi.org/10.1021/je501141e,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0302,NIST Chemistry WebBook evaluated fusion temperature: Average of 9 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C13475826&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0303,NIST Chemistry WebBook evaluated normal boiling point: Average of 8 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C13475826&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0304,"Prosen and Rossini, 1945 Prosen, E.J.; Rossini, F.D., Heats of combustion and formation of the paraffin hydrocarbons at 25° C, J. Res. NBS, 1945, 263-267. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C560214&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0305,NIST Chemistry WebBook evaluated fusion temperature: Average of 14 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C560214&Units=SI&Type=TFREEZE,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
